书名,页面地址,图片地址
 【预订】Listed Volatility and Variance Derivatives - a Python-Based... 9781119167914 ,http://product.dangdang.com/1257703849.html,http://img3x9.ddimg.cn/28/34/1257703849-1_b_1.jpg
" 【预订】Annotated Algorithms in Python: With Applications in Physics, Biology, and Finance ",http://product.dangdang.com/1256729429.html,http://img3x9.ddimg.cn/65/9/1256729429-1_b_1.jpg
 【预订】Python for Beginners ,http://product.dangdang.com/1251370829.html,http://img3x9.ddimg.cn/38/8/1251370829-1_b_1.jpg
 【预订】Python: Parts A & B [With CDROM] ,http://product.dangdang.com/1246953909.html,http://img3x9.ddimg.cn/3/0/1246953909-1_b_1.jpg
 【预订】Python Programming Fundamentals ,http://product.dangdang.com/1242018708.html,http://img3x8.ddimg.cn/51/7/1242018708-1_b_0.jpg
 The Python Quick Syntax Reference [ISBN: 978-1430264781] ,http://product.dangdang.com/1235458920.html,http://img3x0.ddimg.cn/3/23/1235458920-1_b_1.jpg
 Practical Programming: An Introduction to Computer Science Using Python 3 (Pragmatic Programmers) ,http://product.dangdang.com/1227637820.html,http://img3x0.ddimg.cn/2/20/1227637820-1_b_0.jpg
 Building Probabilistic Graphical Models with Python ,http://product.dangdang.com/1226807720.html,http://img3x0.ddimg.cn/17/15/1226807720-1_b_0.jpg
" Learning Python, 5th Edition ",http://product.dangdang.com/1223495220.html,http://img3x0.ddimg.cn/57/14/1223495220-1_b_0.jpg
 Programming Computer Vision with Python: Tools and algorithms for analyzing images ,http://product.dangdang.com/1223490220.html,http://img3x0.ddimg.cn/7/9/1223490220-1_b_0.jpg
 Pro Android Python with SL4A ,http://product.dangdang.com/1223365420.html,http://img3x0.ddimg.cn/46/10/1223365420-1_b_0.jpg
 Fundamentals of Python: Data Structures ,http://product.dangdang.com/1223060720.html,http://img3x0.ddimg.cn/68/5/1223060720-1_b_0.jpg
 Natural Language Processing with Python ,http://product.dangdang.com/1221086420.html,http://img3x0.ddimg.cn/26/25/1221086420-1_b_0.jpg
 Python & XML ,http://product.dangdang.com/1221076620.html,http://img3x0.ddimg.cn/27/30/1221076620-1_b_0.jpg
 An Introduction to Python [ISBN: 978-0954161767] ,http://product.dangdang.com/1213979526.html,http://img3x6.ddimg.cn/45/17/1213979526-1_b_0.jpg
 【预订】SAA-Ba Mini-Yang Baa the Mighty Python: Only a ,http://product.dangdang.com/1212273708.html,http://img3x8.ddimg.cn/96/10/1212273708-1_b_0.jpg
 【预订】Monty Karel: A Gentle Introduction to the Art of Object-Oriented Programming in Python ,http://product.dangdang.com/1211225129.html,http://img3x9.ddimg.cn/26/11/1211225129-1_b_1.jpg
 【预订】Python Cookbook ,http://product.dangdang.com/1209349108.html,http://img3x8.ddimg.cn/55/1/1209349108-1_b_0.jpg
 【预订】Introduction to Python Programming and Developing ,http://product.dangdang.com/1205447808.html,http://img3x8.ddimg.cn/48/18/1205447808-1_b_0.jpg
 【预订】More Python Programming for the Absolute Beginner ,http://product.dangdang.com/1205437808.html,http://img3x8.ddimg.cn/47/8/1205437808-1_b_0.jpg
 【预订】Pro Android Python with Sl4a ,http://product.dangdang.com/1204161608.html,http://img3x8.ddimg.cn/56/12/1204161608-1_b_0.jpg
 【预订】Divinity and the Python ,http://product.dangdang.com/1196803739.html,http://img3x9.ddimg.cn/65/0/1196803739-1_b_1.jpg
" Monty Python, Shakespeare and English Renaissance Drama [ISBN: 978-0786415045] ",http://product.dangdang.com/1195371426.html,http://img3x6.ddimg.cn/84/31/1195371426-1_b_1.jpg
 【预订】Python: Pocket Primer ,http://product.dangdang.com/1193697539.html,http://img3x9.ddimg.cn/89/24/1193697539-1_b_1.jpg
 Beginning Python [ISBN: 978-0764596544] ,http://product.dangdang.com/1193372026.html,http://img3x6.ddimg.cn/88/0/1193372026-1_b_1.jpg
" Web Standards Programmer's Reference: HTML, CSS, JavaScript, Perl, Python, and PHP [ISBN: 978-0764588204] ",http://product.dangdang.com/1193367226.html,http://img3x6.ddimg.cn/40/10/1193367226-1_b_1.jpg
 Python 2.1 Bible [ISBN: 978-0764548079] ,http://product.dangdang.com/1193280226.html,http://img3x6.ddimg.cn/61/34/1193280226-1_b_1.jpg
 【预订】Practical Programming: An Introduction to Computer Science Using Python 3 ,http://product.dangdang.com/1192988739.html,http://img3x9.ddimg.cn/30/33/1192988739-1_b_1.jpg
 [预定]Introduction to Python Programming and Developing GUI Applications with Pyqt ,http://product.dangdang.com/1192565684.html,http://img3x4.ddimg.cn/2/36/1192565684-1_b_2.jpg
 【预订】Programming with Python 9789811032769 ,http://product.dangdang.com/1187009349.html,http://img3x9.ddimg.cn/42/28/1187009349-1_b_1.jpg
 【预订】An Introduction to Python and Computer Programming 9789811012433 ,http://product.dangdang.com/1186990349.html,http://img3x9.ddimg.cn/50/9/1186990349-1_b_1.jpg
" 【预订】An  Introduction to Programming Using Python, Student Value... 9780134089461 ",http://product.dangdang.com/1186271949.html,http://img3x9.ddimg.cn/93/1/1186271949-1_b_1.jpg
 【预订】Elementary Mechanics Using Python: A Modern Course Combinin... 9783319386843 ,http://product.dangdang.com/1185725149.html,http://img3x9.ddimg.cn/70/24/1185725149-1_b_1.jpg
 【预订】An Introduction to Statistics with Python: With Application... 9783319283159 ,http://product.dangdang.com/1185546749.html,http://img3x9.ddimg.cn/68/1/1185546749-1_b_1.jpg
 【预订】A Primer on Scientific Programming with Python 9783642549588 ,http://product.dangdang.com/1185205049.html,http://img3x9.ddimg.cn/17/33/1185205049-1_b_1.jpg
 【预订】Understanding Network Hacks: Attack and Defense with Python 9783662508626 ,http://product.dangdang.com/1185197249.html,http://img3x9.ddimg.cn/38/3/1185197249-1_b_1.jpg
 【预订】Programming for Computations - Python: A Gentle Introductio... 9783319324272 ,http://product.dangdang.com/1185180549.html,http://img3x9.ddimg.cn/69/27/1185180549-1_b_1.jpg
 【预订】A Primer on Scientific Programming with Python 9783662498866 ,http://product.dangdang.com/1185162449.html,http://img3x9.ddimg.cn/86/20/1185162449-1_b_1.jpg
 【预订】Pyomo Optimization Modeling in Python 9781461432258 ,http://product.dangdang.com/1185153849.html,http://img3x9.ddimg.cn/0/4/1185153849-1_b_1.jpg
 【预订】Beginning Ethical Hacking with Python 9781484225400 ,http://product.dangdang.com/1185119649.html,http://img3x9.ddimg.cn/54/29/1185119649-1_b_1.jpg
 【预订】Python Recipes Handbook 9781484202425 ,http://product.dangdang.com/1185117449.html,http://img3x9.ddimg.cn/32/12/1185117449-1_b_1.jpg
 【预订】Python De*ors 9781484225042 ,http://product.dangdang.com/1185104149.html,http://img3x9.ddimg.cn/97/32/1185104149-1_b_1.jpg
 【预订】Learn to Program with Python 9781484218686 ,http://product.dangdang.com/1185102849.html,http://img3x9.ddimg.cn/84/27/1185102849-1_b_1.jpg
 【预订】Text Analytics with Python 9781484223871 ,http://product.dangdang.com/1185101949.html,http://img3x9.ddimg.cn/75/15/1185101949-1_b_1.jpg
" 【预订】Python, PyGame and Raspberry Pi Game Development 9781484225165 ",http://product.dangdang.com/1185100049.html,http://img3x9.ddimg.cn/56/2/1185100049-1_b_1.jpg
 【预订】Lean Python 9781484223840 ,http://product.dangdang.com/1185096849.html,http://img3x9.ddimg.cn/24/21/1185096849-1_b_1.jpg
 【预订】Foundations for Analytics with Python 9781491922538 ,http://product.dangdang.com/1185076149.html,http://img3x9.ddimg.cn/15/4/1185076149-1_b_1.jpg
 【预订】Thoughtful Machine Learning with Python: A Test-Driven Appr... 9781491924136 ,http://product.dangdang.com/1185075249.html,http://img3x9.ddimg.cn/6/29/1185075249-1_b_1.jpg
" 【预订】Starting Out with Python, Student Value Edition with Myprog... 9780133862263 ",http://product.dangdang.com/1184201749.html,http://img3x9.ddimg.cn/82/25/1184201749-1_b_1.jpg
 【预订】An Introduction to Python and Computer Programming 9789812876089 ,http://product.dangdang.com/1184149449.html,http://img3x9.ddimg.cn/54/6/1184149449-1_b_1.jpg
" 【预订】Python for Probability, Statistics, and Machine Learning 9783319307152 ",http://product.dangdang.com/1184073149.html,http://img3x9.ddimg.cn/83/0/1184073149-1_b_1.jpg
 【预订】Python for Signal Processing: Featuring Ipython Notebooks 9783319343570 ,http://product.dangdang.com/1183744749.html,http://img3x9.ddimg.cn/66/12/1183744749-1_b_1.jpg
 【预订】Introduction to Computing and Programming in Python Plus My... 9780134059846 ,http://product.dangdang.com/1183293049.html,http://img3x9.ddimg.cn/4/8/1183293049-1_b_1.jpg
 【预订】Introduction to Computing and Programming in Python 9780134025544 ,http://product.dangdang.com/1183281149.html,http://img3x9.ddimg.cn/83/22/1183281149-1_b_1.jpg
" Learn to Program Using Python: A Tutorial for Hobbyists, Self-Starters, and All  Who Want to Learn  the Art of Computer Programming [ISBN: 978-0201709384] ",http://product.dangdang.com/1183048526.html,http://img3x6.ddimg.cn/11/18/1183048526-1_b_1.jpg
 【预订】Introduction to Computing Using Python 9781118890943 ,http://product.dangdang.com/1182996049.html,http://img3x9.ddimg.cn/4/7/1182996049-1_b_1.jpg
 【预订】Python for Signal Processing 9783319013411 ,http://product.dangdang.com/1182455349.html,http://img3x9.ddimg.cn/42/25/1182455349-1_b_1.jpg
 Python:  The Complete Reference [ISBN: 978-0072127188] ,http://product.dangdang.com/1182414326.html,http://img3x6.ddimg.cn/5/35/1182414326-1_b_1.jpg
 【预订】Numerical Methods in Engineering with Python 3 ,http://product.dangdang.com/1181800208.html,http://img3x8.ddimg.cn/83/6/1181800208-1_b_0.jpg
 【预订】Python Programming for Biology 9780521895835 ,http://product.dangdang.com/1181411049.html,http://img3x9.ddimg.cn/93/13/1181411049-1_b_1.jpg
 【预订】Python For ArcGIS 9783319183978 ,http://product.dangdang.com/1181377349.html,http://img3x9.ddimg.cn/53/20/1181377349-1_b_1.jpg
" 【预订】Python Programming Fundamentals, 2/e 9781447166412 ",http://product.dangdang.com/1180736549.html,http://img3x9.ddimg.cn/80/23/1180736549-1_b_1.jpg
 【预订】Elementary Mechanics Using Python 9783319195957 ,http://product.dangdang.com/1180653049.html,http://img3x9.ddimg.cn/37/32/1180653049-1_b_1.jpg
 【预订】Data Structures and Algorithms with Python 9783319130712 ,http://product.dangdang.com/1180439849.html,http://img3x9.ddimg.cn/83/26/1180439849-1_b_1.jpg
 【预订】The Python Workbook 9783319142395 ,http://product.dangdang.com/1180029949.html,http://img3x9.ddimg.cn/43/12/1180029949-1_b_1.jpg
 【预订】Head First Python 9781491919538 ,http://product.dangdang.com/1179993149.html,http://img3x9.ddimg.cn/71/27/1179993149-1_b_1.jpg
 【预订】Web Scraping with Python: Collecting Data from the Modern Web 9781491910290 ,http://product.dangdang.com/1179990849.html,http://img3x9.ddimg.cn/48/21/1179990849-1_b_1.jpg
 【预订】Think DSP: Digital Signal Processing in Python 9781491938454 ,http://product.dangdang.com/1179990349.html,http://img3x9.ddimg.cn/43/2/1179990349-1_b_1.jpg
 【预订】The Hitchhiker&#39;s Guide to Python: Best Practices for Develo... 9781491933176 ,http://product.dangdang.com/1179990149.html,http://img3x9.ddimg.cn/41/24/1179990149-1_b_1.jpg
 【预订】Data Wrangling Using Python 9781491948811 ,http://product.dangdang.com/1179987149.html,http://img3x9.ddimg.cn/11/21/1179987149-1_b_1.jpg
 【预订】Introduction to Machine Learning with Python 9781449369415 ,http://product.dangdang.com/1179983949.html,http://img3x9.ddimg.cn/78/3/1179983949-1_b_1.jpg
 【预订】Introduction to Programming in Python: An Interdisciplinary... 9780134076430 ,http://product.dangdang.com/1179978049.html,http://img3x9.ddimg.cn/19/23/1179978049-1_b_1.jpg
 【预订】Effective Python: 53 Specific Ways to Write Better Python 9780134034287 ,http://product.dangdang.com/1179976349.html,http://img3x9.ddimg.cn/2/25/1179976349-1_b_1.jpg
 Introduction to Computation and Programming Using Python 英文原版 编程导论 ,http://product.dangdang.com/1179971349.html,http://img3x9.ddimg.cn/51/20/1179971349-1_b_1.jpg
 【预订】Professional Python 9781119070856 ,http://product.dangdang.com/1179888849.html,http://img3x9.ddimg.cn/18/30/1179888849-1_b_1.jpg
 【预订】Machine Learning in Python 9781118961742 ,http://product.dangdang.com/1179850249.html,http://img3x9.ddimg.cn/28/21/1179850249-1_b_1.jpg
 【预订】Python for Kids for Dummies 9781119093107 ,http://product.dangdang.com/1179840649.html,http://img3x9.ddimg.cn/31/4/1179840649-1_b_1.jpg
 【预订】Python Data Analytics 9781484209592 ,http://product.dangdang.com/1179567249.html,http://img3x9.ddimg.cn/69/34/1179567249-1_b_1.jpg
 【预订】Pro Python System Administration 9781484202180 ,http://product.dangdang.com/1179554349.html,http://img3x9.ddimg.cn/39/10/1179554349-1_b_1.jpg
 【预订】Pro Python 9781484203354 ,http://product.dangdang.com/1179553349.html,http://img3x9.ddimg.cn/29/9/1179553349-1_b_1.jpg
 【预订】Beginning Python Visualization 9781484200537 ,http://product.dangdang.com/1179552449.html,http://img3x9.ddimg.cn/20/34/1179552449-1_b_1.jpg
 【预订】Foundations of Python Network Programming 9781430258544 ,http://product.dangdang.com/1179552149.html,http://img3x9.ddimg.cn/17/30/1179552149-1_b_1.jpg
 【预订】Learning Scientific Programming with Python 9781107075412 ,http://product.dangdang.com/1179464349.html,http://img3x9.ddimg.cn/30/31/1179464349-1_b_1.jpg
 【预订】Python Programming for Biology 9780521720090 ,http://product.dangdang.com/1179464049.html,http://img3x9.ddimg.cn/27/27/1179464049-1_b_1.jpg
 【预订】Python for Scientists&nbsp;9781107686427 ,http://product.dangdang.com/1178359929.html,http://img3x9.ddimg.cn/54/24/1178359929-1_b_1.jpg
 【预订】Starting Out with Python Plus Myprogramminglab with ,http://product.dangdang.com/1177709308.html,http://img3x8.ddimg.cn/61/11/1177709308-1_b_0.jpg
 【预订】Introduction to Computing and Programming in Python ,http://product.dangdang.com/1177645208.html,http://img3x8.ddimg.cn/14/32/1177645208-1_b_0.jpg
 【预订】The Practice of Computing Using Python ,http://product.dangdang.com/1177611308.html,http://img3x8.ddimg.cn/71/24/1177611308-1_b_0.jpg
 【预订】Computing for Biologists: Python Programming and Principles&nbsp;9781107642188 ,http://product.dangdang.com/1176900529.html,http://img3x9.ddimg.cn/13/15/1176900529-1_b_1.jpg
 【预订】Numerical Methods in Engineering with Python Y9781107435933 ,http://product.dangdang.com/1174824329.html,http://img3x9.ddimg.cn/41/33/1174824329-1_b_1.jpg
 【预订】Practical Maya Programming with Python ,http://product.dangdang.com/1173373439.html,http://img3x9.ddimg.cn/95/24/1173373439-1_b_1.jpg
 【预订】Raspberry Pi Cookbook for Python Programmers ,http://product.dangdang.com/1173341839.html,http://img3x9.ddimg.cn/76/22/1173341839-1_b_1.jpg
 【预订】Python for Scientists ,http://product.dangdang.com/1172948829.html,http://img3x9.ddimg.cn/96/26/1172948829-1_b_1.jpg
 【预订】Computing for Biologists: Python Programming and Principles ,http://product.dangdang.com/1172770829.html,http://img3x9.ddimg.cn/98/33/1172770829-1_b_1.jpg
 【预订】The Complete Monty Python's Flying Circus: All the Words ,http://product.dangdang.com/1172717266.html,http://img3x6.ddimg.cn/94/9/1172717266-1_b_2.jpg
 【预订】Python 101 ,http://product.dangdang.com/1172063729.html,http://img3x9.ddimg.cn/56/3/1172063729-1_b_1.jpg
 【预订】Python Network Programming Cookbook ,http://product.dangdang.com/1169670239.html,http://img3x9.ddimg.cn/89/6/1169670239-1_b_1.jpg
 【预订】Python 2.6 Graphics Cookbook ,http://product.dangdang.com/1168126208.html,http://img3x8.ddimg.cn/62/22/1168126208-1_b_0.jpg
 【预订】Monty Python at Work ,http://product.dangdang.com/1167926639.html,http://img3x9.ddimg.cn/77/31/1167926639-1_b_1.jpg
" Python in a Nutshell, Second Edition (In a Nutshell) [ISBN: 978-0596100469] ",http://product.dangdang.com/1167339226.html,http://img3x6.ddimg.cn/31/30/1167339226-1_b_1.jpg
 Python For Dummies [ISBN: 978-0471778646] ,http://product.dangdang.com/1167219926.html,http://img3x6.ddimg.cn/26/18/1167219926-1_b_1.jpg
" Design, Logic, and Programming with Python: A Hands-on Approach [ISBN: 978-0595408108] ",http://product.dangdang.com/1166567326.html,http://img3x6.ddimg.cn/34/24/1166567326-1_b_0.jpg
 Coding Club Level 2 Python: Next Steps [ISBN: 978-0521694186] ,http://product.dangdang.com/1165922226.html,http://img3x6.ddimg.cn/18/19/1165922226-1_b_1.jpg
" Regular Expression Pocket Reference: Regular Expressions for Perl, Ruby, PHP, Python, C, Java and .NET (Pocket Reference (O'Reilly)) [ISBN: 978-0596514273] ",http://product.dangdang.com/1163606926.html,http://img3x6.ddimg.cn/31/31/1163606926-1_b_1.jpg
 【预订】Spring Python 1.1 ,http://product.dangdang.com/1156562408.html,http://img3x8.ddimg.cn/56/17/1156562408-1_b_0.jpg
 【预订】Learning Python Data Visualization ,http://product.dangdang.com/1154636039.html,http://img3x9.ddimg.cn/29/16/1154636039-1_b_1.jpg
 【预订】Python for Secret Agents ,http://product.dangdang.com/1154572839.html,http://img3x9.ddimg.cn/90/12/1154572839-1_b_1.jpg
" 【预订】Python Geospatial Development, Second Edition ",http://product.dangdang.com/1154124539.html,http://img3x9.ddimg.cn/62/4/1154124539-1_b_1.jpg
 【预订】Python Data Visualization Cookbook ,http://product.dangdang.com/1154118439.html,http://img3x9.ddimg.cn/1/9/1154118439-1_b_1.jpg
 【预订】Opencv Computer Vision with Python ,http://product.dangdang.com/1154117739.html,http://img3x9.ddimg.cn/93/12/1154117739-1_b_1.jpg
 【预订】Python 3 Text Processing with Nltk 3 Cookbook ,http://product.dangdang.com/1154107839.html,http://img3x9.ddimg.cn/93/28/1154107839-1_b_1.jpg
 【预订】Mastering Object Oriented Python ,http://product.dangdang.com/1153154939.html,http://img3x9.ddimg.cn/68/26/1153154939-1_b_1.jpg
 【预订】Learning Geospatial Analysis with Python ,http://product.dangdang.com/1153153739.html,http://img3x9.ddimg.cn/56/10/1153153739-1_b_1.jpg
 【预订】Learning Scikit-Learn: Machine Learning in Python ,http://product.dangdang.com/1153136839.html,http://img3x9.ddimg.cn/85/19/1153136839-1_b_1.jpg
 【预订】Mastering Python Regular Expressions ,http://product.dangdang.com/1153121139.html,http://img3x9.ddimg.cn/27/7/1153121139-1_b_1.jpg
 【预订】Learning Python Design Patterns ,http://product.dangdang.com/1153120839.html,http://img3x9.ddimg.cn/24/3/1153120839-1_b_1.jpg
 【预订】Python Server Pages ,http://product.dangdang.com/1148751308.html,http://img3x8.ddimg.cn/56/24/1148751308-1_b_0.jpg
 【预订】Python Programming Techniques: The Art of Coding and Programming Explained&nbsp;9781632873187 ,http://product.dangdang.com/1148359839.html,http://img3x9.ddimg.cn/33/15/1148359839-1_b_1.jpg
 【预订】Python Programming Techniques: The Art of Coding and Programming Explained ,http://product.dangdang.com/1148331439.html,http://img3x9.ddimg.cn/46/31/1148331439-1_b_1.jpg
 Python Essential Reference (4th Edition) [ISBN: 978-0672329784] ,http://product.dangdang.com/1145442826.html,http://img3x6.ddimg.cn/55/8/1145442826-1_b_1.jpg
 【预订】Raspberry Pi: Raspberry Pi Guide on Python & Projects Programming in Easy Steps ,http://product.dangdang.com/1144577039.html,http://img3x9.ddimg.cn/23/21/1144577039-1_b_1.jpg
 【预订】Mod_python ,http://product.dangdang.com/1143846108.html,http://img3x8.ddimg.cn/9/25/1143846108-1_b_0.jpg
 【预订】If You Like Monty Python...: Here Are Over 200 ,http://product.dangdang.com/1142419908.html,http://img3x8.ddimg.cn/3/27/1142419908-1_b_0.jpg
 Python Web Development with Django [ISBN: 978-0132356138] ,http://product.dangdang.com/1140413626.html,http://img3x6.ddimg.cn/55/33/1140413626-1_b_1.jpg
 Head First Programming: A learner's guide to programming using the Python language [ISBN: 978-0596802370] ,http://product.dangdang.com/1134724026.html,http://img3x6.ddimg.cn/84/34/1134724026-1_b_1.jpg
 Bioinformatics Programming Using Python: Practical Programming for Biological Data [ISBN: 978-0596154509] ,http://product.dangdang.com/1134722626.html,http://img3x6.ddimg.cn/70/3/1134722626-1_b_1.jpg
 【预订】A Python Book ,http://product.dangdang.com/1133163808.html,http://img3x8.ddimg.cn/7/32/1133163808-1_b_0.jpg
 【预订】Doc Savage: Python Isle ,http://product.dangdang.com/1132885739.html,http://img3x9.ddimg.cn/29/18/1132885739-1_b_1.jpg
 【预订】An Introduction To Computing Using Python: An ,http://product.dangdang.com/1132150008.html,http://img3x8.ddimg.cn/66/32/1132150008-1_b_0.jpg
 【预订】Python Programming for Raspberry Pi - Sams Teach Yourself in 24 Hours ,http://product.dangdang.com/1131160629.html,http://img3x9.ddimg.cn/93/33/1131160629-1_b_1.jpg
 【预订】Dive Into Python ,http://product.dangdang.com/1128656008.html,http://img3x8.ddimg.cn/73/16/1128656008-1_b_0.jpg
 【预订】Python Programming for the Absolute Beginner ,http://product.dangdang.com/1128644508.html,http://img3x8.ddimg.cn/57/23/1128644508-1_b_0.jpg
" 【预订】Invent Your Own Computer Games with Python, 2nd ",http://product.dangdang.com/1127565208.html,http://img3x8.ddimg.cn/55/13/1127565208-1_b_0.jpg
 【预订】Monty Python: From the Flying Circus to Spamalot ,http://product.dangdang.com/1126057108.html,http://img3x8.ddimg.cn/22/33/1126057108-1_b_0.jpg
 Beginning Python: Using Python 2.6 and Python 3.1 [ISBN: 978-0470414637] ,http://product.dangdang.com/1124985126.html,http://img3x6.ddimg.cn/12/15/1124985126-1_b_1.jpg
 【预订】Learn Python in One Hour: Programming by Example ,http://product.dangdang.com/1124889739.html,http://img3x9.ddimg.cn/61/14/1124889739-1_b_1.jpg
 【预订】Python Programming in Context ,http://product.dangdang.com/1124457508.html,http://img3x8.ddimg.cn/64/17/1124457508-1_b_0.jpg
 【预订】Python Phrasebook: Essential Code and Commands ,http://product.dangdang.com/1124456608.html,http://img3x8.ddimg.cn/55/5/1124456608-1_b_0.jpg
 【预订】Beginning Python: Using Python 2.6 And Python 3.1 ,http://product.dangdang.com/1124452608.html,http://img3x8.ddimg.cn/15/1/1124452608-1_b_0.jpg
" 【预订】Python in 24 Hours, Sams Teach Yourself ",http://product.dangdang.com/1123917729.html,http://img3x9.ddimg.cn/33/31/1123917729-1_b_1.jpg
 【预订】Monty Python Speaks! ,http://product.dangdang.com/1115471408.html,http://img3x8.ddimg.cn/95/33/1115471408-1_b_1.jpg
" Invent Your Own Computer Games with Python, 2nd Edition [ISBN: 978-0982106013] ",http://product.dangdang.com/1113840426.html,http://img3x6.ddimg.cn/39/11/1113840426-1_b_1.jpg
 【预订】Captain Hazzard-Python Men of the Lost City ,http://product.dangdang.com/1111831429.html,http://img3x9.ddimg.cn/49/3/1111831429-1_b_1.jpg
 【预订】Beginning Python ,http://product.dangdang.com/1106740208.html,http://img3x8.ddimg.cn/2/19/1106740208-1_b_0.jpg
 【预订】Python: Visual QuickStart Guide ,http://product.dangdang.com/1104812529.html,http://img3x9.ddimg.cn/51/3/1104812529-1_b_1.jpg
" 【预订】Python in Practice: Create Better Programs Using Concurrency, Libraries, and Patterns ",http://product.dangdang.com/1104777629.html,http://img3x9.ddimg.cn/98/31/1104777629-1_b_1.jpg
 【预订】GIS Tutorial for Python Scripting ,http://product.dangdang.com/1104607839.html,http://img3x9.ddimg.cn/93/34/1104607839-1_b_1.jpg
 【预订】Problem Solving with Algorithms and Data Structures Using Python ,http://product.dangdang.com/1104540239.html,http://img3x9.ddimg.cn/11/33/1104540239-1_b_1.jpg
 【预订】Introduction to Computation and Programming Using Python ,http://product.dangdang.com/1104357229.html,http://img3x9.ddimg.cn/52/25/1104357229-1_b_1.jpg
" 【预订】Modeling Techniques in Predictive Analytics, Python Edition: A Guide to Data Science ",http://product.dangdang.com/1103193229.html,http://img3x9.ddimg.cn/94/8/1103193229-1_b_1.jpg
 【预订】Starting Out with Python Plus Myprogramminglab -- Access Card Package ,http://product.dangdang.com/1103182629.html,http://img3x9.ddimg.cn/87/27/1103182629-1_b_1.jpg
 【预订】Student Value Edition for Starting Out with Python ,http://product.dangdang.com/1103176229.html,http://img3x9.ddimg.cn/23/28/1103176229-1_b_1.jpg
 【预订】Myprogramminglab with Pearson Etext--Access Code Card--For Starting Out with Python ,http://product.dangdang.com/1103132629.html,http://img3x9.ddimg.cn/82/14/1103132629-1_b_1.jpg
 【预订】Starting Out with Python ,http://product.dangdang.com/1103095529.html,http://img3x9.ddimg.cn/8/25/1103095529-1_b_1.jpg
 Python Scripting for Computational Science (Texts in Computational Science and Engineering) [ISBN: 978-3642093159] ,http://product.dangdang.com/1101439326.html,http://img3x6.ddimg.cn/75/16/1101439326-1_b_1.jpg
 【预订】Python Forensics: A Workbench for Inventing and Sharing Digital Forensic Technology ,http://product.dangdang.com/1100674729.html,http://img3x9.ddimg.cn/55/24/1100674729-1_b_1.jpg
 The Python Language Reference Manual (Python Manual) [ISBN: 978-1906966140] ,http://product.dangdang.com/1100449526.html,http://img3x6.ddimg.cn/77/3/1100449526-1_b_1.jpg
 MySQL for Python (Community Experience Distilled) [ISBN: 978-1849510189] ,http://product.dangdang.com/1099796426.html,http://img3x6.ddimg.cn/80/27/1099796426-1_b_1.jpg
 Python Programming Fundamentals (Undergraduate Topics in Computer Science) [ISBN: 978-1849965361] ,http://product.dangdang.com/1099614626.html,http://img3x6.ddimg.cn/44/8/1099614626-1_b_1.jpg
 Python 2.6 Graphics Cookbook [ISBN: 978-1849513845] ,http://product.dangdang.com/1099598426.html,http://img3x6.ddimg.cn/80/14/1099598426-1_b_1.jpg
 【预订】Diaries 1969-1979: The Python Years ,http://product.dangdang.com/1097963208.html,http://img3x8.ddimg.cn/45/11/1097963208-1_b_0.jpg
 Head First Python [ISBN: 978-1449382674] ,http://product.dangdang.com/1097565826.html,http://img3x6.ddimg.cn/49/9/1097565826-1_b_1.jpg
 Python Algorithms: Mastering Basic Algorithms in the Python Language (Expert's Voice in Open Source) [ISBN: 978-1430232377] ,http://product.dangdang.com/1096996026.html,http://img3x6.ddimg.cn/93/9/1096996026-1_b_1.jpg
 Real World Instrumentation with Python: Automated Data Acquisition and Control Systems [ISBN: 978-0596809560] ,http://product.dangdang.com/1096183126.html,http://img3x6.ddimg.cn/82/36/1096183126-1_b_1.jpg
 Foundations of Python Network Programming: The comprehensive guide to building network applications with Python (Books for Professionals by Professionals) [ISBN: 978-1430230038] ,http://product.dangdang.com/1095837526.html,http://img3x6.ddimg.cn/91/16/1095837526-1_b_1.jpg
 Programming Python [ISBN: 978-0596158101] ,http://product.dangdang.com/1094314726.html,http://img3x6.ddimg.cn/10/25/1094314726-1_b_1.jpg
 Rapid Web Applications with TurboGears: Using Python to Create Ajax-Powered Sites [ISBN: 978-0132433884] ,http://product.dangdang.com/1093437926.html,http://img3x6.ddimg.cn/53/14/1093437926-1_b_1.jpg
 【预订】Rapid Web Applications with TurboGears: Using Python ,http://product.dangdang.com/1093401308.html,http://img3x8.ddimg.cn/65/26/1093401308-1_b_0.jpg
 【预订】Introduction to Programming Using Python ,http://product.dangdang.com/1093399008.html,http://img3x8.ddimg.cn/42/20/1093399008-1_b_0.jpg
 Python Text Processing with NLTK 2.0 Cookbook: LITE Edition [ISBN: 978-1849516389] ,http://product.dangdang.com/1092343826.html,http://img3x6.ddimg.cn/2/4/1092343826-1_b_1.jpg
 Python Testing Cookbook [ISBN: 978-1849514668] ,http://product.dangdang.com/1091492626.html,http://img3x6.ddimg.cn/4/26/1091492626-1_b_1.jpg
 Python Interview Questions You'll Most Likely Be Asked [ISBN: 978-1463590222] ,http://product.dangdang.com/1090886026.html,http://img3x6.ddimg.cn/76/4/1090886026-1_b_1.jpg
 The Python Standard Library by Example (Developer's Library) [ISBN: 978-0321767349] ,http://product.dangdang.com/1090386826.html,http://img3x6.ddimg.cn/34/8/1090386826-1_b_1.jpg
 【预订】Python for Everyone 9781118626139 ,http://product.dangdang.com/1088968349.html,http://img3x9.ddimg.cn/29/0/1088968349-1_b_1.jpg
