书名,页面地址,图片地址
 Python硬件编程实战   李茂 李茂 9787111487746 ,http://product.dangdang.com/1154599795.html,http://img3x5.ddimg.cn/19/32/1154599795-1_b_0.jpg
 计算机科学导论――以Python为舟（第2版）（21世纪高等学校计算机专业实用规划教材） 沙行勉 9787302446170 ,http://product.dangdang.com/1421847166.html,http://img3x6.ddimg.cn/58/29/1421847166-1_b_2.jpg
 区域包邮！量化投资:以Python 为工具+零起点Python大数据与量化交易 +Python机器学习快速入门  +Python足彩大数据与机器学习实盘分析  共4本 ,http://product.dangdang.com/1230222270.html,http://img3x0.ddimg.cn/57/20/1230222270-1_b_1.jpg
 零起点Python机器学习快速入门 何海群 9787121311413 ,http://product.dangdang.com/1148544095.html,http://img3x5.ddimg.cn/50/11/1148544095-1_b_1.jpg
 Python程序设计基础 周元哲著 302405269 ,http://product.dangdang.com/1294114192.html,http://img3x2.ddimg.cn/52/9/1294114192-1_b_2.jpg
 Python程序设计（普通高等教育“计算机类专业”规划教材） 董付国 9787302407232 ,http://product.dangdang.com/1191278254.html,http://img3x4.ddimg.cn/67/21/1191278254-1_b_1.jpg
 Python和HDF 5大数据应用*9787115412942 [美]科莱特(Andrew Collette) ,http://product.dangdang.com/1174924795.html,http://img3x5.ddimg.cn/22/7/1174924795-1_b_0.jpg
" Python计算与编程实践 多媒体方法(原书第2版) (美)古兹迪阿尔,(美)埃里克森 9787111387381 ",http://product.dangdang.com/1155226795.html,http://img3x5.ddimg.cn/52/30/1155226795-1_b_0.jpg
 算法与程序设计基础 Python版  21世纪高等学校计算机基础实用规划教材 吴萍 9787302390213 ,http://product.dangdang.com/1150161435.html,http://img3x5.ddimg.cn/27/7/1150161435-1_b_1.jpg
" 零基础学Python(图文版) [英]理查森,王磊 9787115392480 人民邮电出版社 ",http://product.dangdang.com/1148784053.html,http://img3x3.ddimg.cn/32/24/1148784053-1_b_1.jpg
 Python Web开发-测试驱动方法 ,http://product.dangdang.com/1486866851.html,http://img3x1.ddimg.cn/8/21/1486866851-1_b_1.jpg
 Python程序设计基础( 货号:730241058) ,http://product.dangdang.com/1456025154.html,http://img3x4.ddimg.cn/78/7/1456025154-1_b_1.jpg
" Python程序设计教程(高等学校计算机科学与技术教材) 江红, 余青松Python程序设计教程(高 9787512120433 ",http://product.dangdang.com/1442999242.html,http://img3x2.ddimg.cn/91/19/1442999242-1_b_0.jpg
 Python核心编程-(第3版) ,http://product.dangdang.com/1428697071.html,http://img3x1.ddimg.cn/54/13/1428697071-1_b_2.jpg
 Python袖珍指南-第5版 ,http://product.dangdang.com/1421179061.html,http://img3x1.ddimg.cn/5/33/1421179061-1_b_2.jpg
 树莓派Python编程指南 ,http://product.dangdang.com/1412893561.html,http://img3x1.ddimg.cn/13/17/1412893561-1_b_2.jpg
 Python自然语言处理 ,http://product.dangdang.com/1409651361.html,http://img3x1.ddimg.cn/63/16/1409651361-1_b_2.jpg
 Python编程初学者指南 ,http://product.dangdang.com/1409229761.html,http://img3x1.ddimg.cn/5/31/1409229761-1_b_2.jpg
 Python程序设计基础( 货号:730240526) ,http://product.dangdang.com/1408883761.html,http://img3x1.ddimg.cn/10/18/1408883761-1_b_2.jpg
 Python数据分析与挖掘实战( 货号:711152123) ,http://product.dangdang.com/1408379961.html,http://img3x1.ddimg.cn/21/10/1408379961-1_b_2.jpg
 程序设计导论-Python语言实践-(英文版)( 货号:711152401) ,http://product.dangdang.com/1406278961.html,http://img3x1.ddimg.cn/98/18/1406278961-1_b_2.jpg
 Effective Python编写高质量Python代码的59个有效方法( 货号:711152355) ,http://product.dangdang.com/1406253561.html,http://img3x1.ddimg.cn/42/0/1406253561-1_b_2.jpg
 零基础学Python-(图文版)( 货号:711539248) ,http://product.dangdang.com/1394514261.html,http://img3x1.ddimg.cn/63/23/1394514261-1_b_2.jpg
 Python语言及其应用( 货号:711540709) ,http://product.dangdang.com/1393799961.html,http://img3x1.ddimg.cn/48/8/1393799961-1_b_2.jpg
 Python编程-(上下册)-第4版 ,http://product.dangdang.com/1393743861.html,http://img3x1.ddimg.cn/81/0/1393743861-1_b_2.jpg
 Python程序设计基础( 货号:730241058) ,http://product.dangdang.com/1393620361.html,http://img3x1.ddimg.cn/34/6/1393620361-1_b_2.jpg
 义博！游戏编程权威指南（第4版） 游戏编程入门（第4版） Python游戏编程入门计算机编程书籍共3本 ,http://product.dangdang.com/1392134345.html,http://img3x5.ddimg.cn/8/21/1392134345-1_b_2.jpg
 21天学通Python-(含DVD光盘1张) ,http://product.dangdang.com/1354789184.html,http://img3x4.ddimg.cn/23/33/1354789184-1_b_2.jpg
 Python Web开发 测试驱动方法 Flask Web开发  2本 ,http://product.dangdang.com/1307898573.html,http://img3x3.ddimg.cn/69/3/1307898573-1_b_1.jpg
 数据结构与算法-Python语言描述 ,http://product.dangdang.com/1292235061.html,http://img3x1.ddimg.cn/40/34/1292235061-1_b_3.jpg
 爱上Python-一日精通Python编程 ,http://product.dangdang.com/1274112855.html,http://img3x5.ddimg.cn/81/21/1274112855-1_b_2.jpg
 树莓派Python编程入门与实战-(第2版) ,http://product.dangdang.com/1263622681.html,http://img3x1.ddimg.cn/46/13/1263622681-1_b_2.jpg
 Python和Pygame游戏开发指南 ,http://product.dangdang.com/1252065661.html,http://img3x1.ddimg.cn/88/17/1252065661-1_b_3.jpg
 Python 3面向对象编程 ,http://product.dangdang.com/1246344954.html,http://img3x4.ddimg.cn/96/28/1246344954-1_b_1.jpg
 全新正版 ABAQUS 6.14超级学习手册+Abaqus UI程序开发指南 Python语言 abaqus6.14 软件教程书 ABAQUS有限元分析方法从入门到精通 ,http://product.dangdang.com/1207178766.html,http://img3x6.ddimg.cn/90/5/1207178766-1_b_2.jpg
 Python 数据可视化编程实战 ,http://product.dangdang.com/1188935041.html,http://img3x1.ddimg.cn/85/18/1188935041-1_b_1.jpg
 跟老齐学Python从入门到精通 ,http://product.dangdang.com/1184624694.html,http://img3x4.ddimg.cn/0/23/1184624694-1_b_2.jpg
 贝叶斯思维:统计建模的Python学习法 ,http://product.dangdang.com/1181883841.html,http://img3x1.ddimg.cn/61/19/1181883841-1_b_1.jpg
 Python程序设计基础（计算机系列教材） 董付国著 9787302410584 ,http://product.dangdang.com/1175423364.html,http://img3x4.ddimg.cn/27/1/1175423364-1_b_1.jpg
 Python程序设计与实现 冯林 ,http://product.dangdang.com/1172470292.html,http://img3x2.ddimg.cn/26/10/1172470292-1_b_2.jpg
 零基础学Python 张志强 等 编著 ,http://product.dangdang.com/1124124737.html,http://img3x7.ddimg.cn/32/24/1124124737-1_b_4.jpg
 正版现货Python核心编程第3版python开发大全python入门到精通书籍python编程入门基础学习手册书籍实用的代码案例习题 ,http://product.dangdang.com/1092439391.html,http://img3x1.ddimg.cn/32/35/1092439391-1_b_2.jpg
 Python测试驱动开发-(影印版) ,http://product.dangdang.com/1009642961.html,http://img3x1.ddimg.cn/74/22/1009642961-1_b_1.jpg
" Python基础教程(第2版,修订版)+Python核心编程 第3版（Python学习畅销套装两册）(第2版,修订版) Magnus Lie Hetland   人民邮电出版社 ",http://product.dangdang.com/1461890756.html,http://img3x6.ddimg.cn/29/36/1461890756-1_b_4.jpg
 跟老齐学Python从入门到精通 ,http://product.dangdang.com/1428329261.html,http://img3x1.ddimg.cn/29/20/1428329261-1_b_2.jpg
 利用Python进行数据分析 ,http://product.dangdang.com/1407842561.html,http://img3x1.ddimg.cn/92/35/1407842561-1_b_2.jpg
 21天学通Python-(含DVD光盘1张)( 货号:712127561) ,http://product.dangdang.com/1393729361.html,http://img3x1.ddimg.cn/35/4/1393729361-1_b_2.jpg
 用Python写网络爬虫 ,http://product.dangdang.com/1368641681.html,http://img3x1.ddimg.cn/44/26/1368641681-1_b_2.jpg
 Python绝技-运用Python成为*黑客 ,http://product.dangdang.com/1356145784.html,http://img3x4.ddimg.cn/26/28/1356145784-1_b_3.jpg
 Python程序设计教程(普通高等院校计算机基础教育十三五规划教材) ,http://product.dangdang.com/1283939590.html,http://img3x0.ddimg.cn/76/0/1283939590-1_b_0.jpg
" Python程序设计案例教程*9787115452139 徐光侠,常光辉,解绍词,黄德玲 ",http://product.dangdang.com/1236928395.html,http://img3x5.ddimg.cn/21/6/1236928395-1_b_0.jpg
 全新正版 ABAQUS 6.14超级学习手册+ABAQUS Python二次开发攻略 全2册 ABAQUS有限元分析方法从入门到精通 ABAQUS几何建模参考书籍 ,http://product.dangdang.com/1207179066.html,http://img3x6.ddimg.cn/93/9/1207179066-1_b_2.jpg
 Python Cookbook-第3版-中文版 ,http://product.dangdang.com/1174646741.html,http://img3x1.ddimg.cn/59/8/1174646741-1_b_1.jpg
 Python程序设计教程（高等学校计算机专业规划教材） 邱仲潘、刘燕文、王水德 9787302450986 ,http://product.dangdang.com/1145479376.html,http://img3x6.ddimg.cn/74/2/1145479376-1_b_2.jpg
" Python Web开发学习实录（配光盘）（Web程序员成功之路） 李勇,王文强著 9787302266334 ",http://product.dangdang.com/1110401394.html,http://img3x4.ddimg.cn/69/18/1110401394-1_b_2.jpg
 Python黑帽子-黑客与渗透测试编程之道 ,http://product.dangdang.com/1105584551.html,http://img3x1.ddimg.cn/71/20/1105584551-1_b_1.jpg
 Head First Python（中文版） （美）巴里 ,http://product.dangdang.com/1098497906.html,http://img3x6.ddimg.cn/44/22/1098497906-1_b_5.jpg
 Python语言程序设计 刘卫国 9787121284847 ,http://product.dangdang.com/1064146395.html,http://img3x5.ddimg.cn/48/14/1064146395-1_b_1.jpg
 【TH】Python数据分析(版) (美)麦金尼 东南大学出版社 9787564142049 ,http://product.dangdang.com/1055821331.html,http://img3x1.ddimg.cn/92/24/1055821331-1_b_1.jpg
 区域包邮TZ9787111563891 零起点Python机器学习快速入门+9787121311413 面向机器智能的TensorFlow实践 2本 ,http://product.dangdang.com/1444588686.html,http://img3x6.ddimg.cn/90/17/1444588686-1_b_1.jpg
" Python基础教程(第2版,修订版)+机器学习实战（python基础教程指南）（Python基础、实战套装共两册）(第2版,修订版) Magnus Lie Hetland   人民邮电出版社 ",http://product.dangdang.com/1347642892.html,http://img3x2.ddimg.cn/46/32/1347642892-1_b_1.jpg
 Python与数据科学 ,http://product.dangdang.com/1273234582.html,http://img3x2.ddimg.cn/37/17/1273234582-1_b_2.jpg
 Python语言程序设计（英文版） (美)梁勇 9787111412342 ,http://product.dangdang.com/1090966544.html,http://img3x4.ddimg.cn/8/10/1090966544-1_b_1.jpg
 TZ Web接口开发与自动化测试9787121310997+跟老齐学Python9787121306624 （共2本） ,http://product.dangdang.com/1405213986.html,http://img3x6.ddimg.cn/66/14/1405213986-1_b_1.jpg
 Python大战机器学习 数据科学家的第一个小目标+TensorFlow实战+Tensorflow ,http://product.dangdang.com/1120673260.html,http://img3x0.ddimg.cn/91/18/1120673260-1_b_0.jpg
 精通Python网络爬虫 核心技术、框架与项目实战/Python编程入门教程/核心技术/框架/实战/python程序设计数据抓取 ,http://product.dangdang.com/1211464049.html,http://img3x9.ddimg.cn/59/22/1211464049-1_b_0.jpg
" 零基础学Python（图文版）*9787115392480 [英]理查森,王磊 ",http://product.dangdang.com/1174896295.html,http://img3x5.ddimg.cn/34/34/1174896295-1_b_1.jpg
 Python二维游戏编程(张太红) 张太红 9787109205208 ,http://product.dangdang.com/1169760972.html,http://img3x2.ddimg.cn/39/15/1169760972-1_b_2.jpg
 Python机器学习 (美)塞巴斯蒂安？拉什卡 ,http://product.dangdang.com/1382773247.html,http://img3x7.ddimg.cn/53/34/1382773247-1_b_3.jpg
 树莓派Python编程入门与实战 [美]Richard Blum  勃鲁姆 Christine Bresnahan 布莱 9787115391186 人民邮电出版社 ,http://product.dangdang.com/1319733773.html,http://img3x3.ddimg.cn/17/13/1319733773-1_b_1.jpg
 Python开发实践教程 于京、宋伟 9787517048954 ,http://product.dangdang.com/1070333595.html,http://img3x5.ddimg.cn/45/0/1070333595-1_b_0.jpg
 Python语言程序设计基础(第2版) 嵩天、礼欣、黄天羽 9787040471700高等教育出版社 ,http://product.dangdang.com/1258624480.html,http://img3x0.ddimg.cn/58/31/1258624480-1_b_1.jpg
 Python地理空间分析指南（第2版）*9787115448217 [美]Joel Lawhead 莱哈德 ,http://product.dangdang.com/1174974195.html,http://img3x5.ddimg.cn/21/12/1174974195-1_b_0.jpg
" 数据科学实战手册 R+Python*9787115426758 [美]Tony Ojeda,Sean Patrick Murphy,Benjamin Bengfo ",http://product.dangdang.com/1174944895.html,http://img3x5.ddimg.cn/25/16/1174944895-1_b_1.jpg
 Python Web开发实战 ,http://product.dangdang.com/1097640891.html,http://img3x1.ddimg.cn/72/1/1097640891-1_b_2.jpg
 区域包邮TZ Python机器学习及实践+实用机械学习+大战机械学习+深入浅出深度学习 机械 共4本 ,http://product.dangdang.com/1444593186.html,http://img3x6.ddimg.cn/36/3/1444593186-1_b_1.jpg
 TZ Python数据挖掘：概念、方法与实践9787111565482+Python数据科学实践指南9787111566526 （共2本） ,http://product.dangdang.com/1438291686.html,http://img3x6.ddimg.cn/84/10/1438291686-1_b_0.jpg
 机器学习系统设计:PYTHON语言实现 (美)戴维？朱利安 ,http://product.dangdang.com/1432037647.html,http://img3x7.ddimg.cn/73/7/1432037647-1_b_2.jpg
 TZPython大战机器学习9787121308949+零起点Python足彩大数据与机器学习实盘分析9787121310744 (共2本） ,http://product.dangdang.com/1404432486.html,http://img3x6.ddimg.cn/72/28/1404432486-1_b_1.jpg
 Python核心编程第3版英文版python程序开发教程书籍python正则表达式网络编程教程python畅销书籍升级版程序设计教材 ,http://product.dangdang.com/1370146758.html,http://img3x8.ddimg.cn/24/17/1370146758-1_b_0.jpg
 3本 用Python写网络爬虫+数据抓取技术与实战+跟老齐学Python从入门到精通 爬虫框架Scrapy安装配置 程序设计 计算机网络编程书籍 ,http://product.dangdang.com/1367658180.html,http://img3x0.ddimg.cn/9/22/1367658180-1_b_1.jpg
 跟老齐学Python:轻松入门python核心编程技术python语言编程基础教程跟老齐学Python从入门到精通书籍 ,http://product.dangdang.com/1323913049.html,http://img3x9.ddimg.cn/8/28/1323913049-1_b_0.jpg
 笨办法学PythonPython入门书籍代码编写运行检查WindowsLinux系统基础入门程序设计入门基础训练书籍人民邮电 ,http://product.dangdang.com/1319910449.html,http://img3x9.ddimg.cn/77/14/1319910449-1_b_1.jpg
 用Python写网络爬虫+Python网络数据采集 python语言编程基础入门 网络爬虫测试网站程序设计 Python编程入门教程书籍 ,http://product.dangdang.com/1297433870.html,http://img3x0.ddimg.cn/62/10/1297433870-1_b_0.jpg
 区域包邮义博！量化投资:以Python 为工具+零起点Python大数据与量化交易 + 零起点Python足彩大数据与机器学习实盘分析 3本 电子工业出版社 ,http://product.dangdang.com/1230219270.html,http://img3x0.ddimg.cn/27/17/1230219270-1_b_1.jpg
 Python极客项目编程*9787115449764 [美] Mahesh Venkitachalam ,http://product.dangdang.com/1174975695.html,http://img3x5.ddimg.cn/36/32/1174975695-1_b_1.jpg
 深入浅出深度学习:原理剖析与Python实践 黄安埠 著 ,http://product.dangdang.com/1387806047.html,http://img3x7.ddimg.cn/89/20/1387806047-1_b_4.jpg
 【预订】Python ,http://product.dangdang.com/1204966908.html,http://img3x8.ddimg.cn/90/7/1204966908-1_b_0.jpg
 Python Qt GUI快速编程-PyQt编程指南 ,http://product.dangdang.com/1413095847.html,http://img3x7.ddimg.cn/42/24/1413095847-1_b_1.jpg
 Python地理空间分析指南(第2版) (美)莱哈德(Joel Lawhead) 著;邓世超 译 ,http://product.dangdang.com/1290787747.html,http://img3x7.ddimg.cn/7/12/1290787747-1_b_3.jpg
" 利用Python进行数据分析 (美)麦金尼,唐学韬 9787111436737 ",http://product.dangdang.com/1005346457.html,http://img3x7.ddimg.cn/71/32/1005346457-1_b_1.jpg
 Python数据可视化编程实战 (爱尔兰)米洛万诺维奇(Igor Milovanovic) 著;颛清山 译 ,http://product.dangdang.com/1256366537.html,http://img3x7.ddimg.cn/8/13/1256366537-1_b_5.jpg
 量化投资-以Python为工具 ,http://product.dangdang.com/1414804147.html,http://img3x7.ddimg.cn/97/34/1414804147-1_b_1.jpg
 义博！ Python数据处理  ,http://product.dangdang.com/1438565470.html,http://img3x0.ddimg.cn/34/31/1438565470-1_b_1.jpg
 义博！ Python设计模式第2版  ,http://product.dangdang.com/1427890470.html,http://img3x0.ddimg.cn/6/12/1427890470-1_b_0.jpg
 包邮 机器学习+python机器学习及实践――从零开始通往Kaggle竞赛之路 程序设计教程书 py ,http://product.dangdang.com/1483208186.html,http://img3x6.ddimg.cn/86/27/1483208186-1_b_1.jpg
 c正版现货 零起点Python大数据与量化交易 电子工业 吉林书店 ZSF吉林 ,http://product.dangdang.com/1472224747.html,http://img3x7.ddimg.cn/4/1/1472224747-1_b_1.jpg
 区域包邮 TZ9787111558804 Python机器学习+9787115449061 Python机器学习实践指南 共2本 ,http://product.dangdang.com/1470513486.html,http://img3x6.ddimg.cn/57/27/1470513486-1_b_1.jpg
 PYTHON数据分析实战 (意)内利(Fabio Nelli) 著;杜春晓 译 ,http://product.dangdang.com/1459169392.html,http://img3x2.ddimg.cn/76/22/1459169392-1_b_6.jpg
" Python语言及其应用 (美)卢布诺维克(Bill Lubanovic) 著;丁嘉瑞,梁杰,禹常隆 译 ",http://product.dangdang.com/1457858662.html,http://img3x2.ddimg.cn/7/17/1457858662-1_b_3.jpg
 编写高质量代码:改善Python程序的91个建议 张颖 ,http://product.dangdang.com/1450837106.html,http://img3x6.ddimg.cn/26/25/1450837106-1_b_2.jpg
 Python自然语言处理 Steven Bird ,http://product.dangdang.com/1450823606.html,http://img3x6.ddimg.cn/89/30/1450823606-1_b_3.jpg
 Python和Pygame游戏开发指南 [美] Al Sweigart 斯维加特 9787115407351 人民邮电出版社 ,http://product.dangdang.com/1450633183.html,http://img3x3.ddimg.cn/43/9/1450633183-1_b_2.jpg
 Python编程快速上手:让繁琐工作自动化 (美)斯维加特(Al Sweigart) 著；王海鹏 译 ,http://product.dangdang.com/1432293292.html,http://img3x2.ddimg.cn/1/19/1432293292-1_b_3.jpg
 Python程序设计( 货号:711152627) ,http://product.dangdang.com/1431462661.html,http://img3x1.ddimg.cn/79/1/1431462661-1_b_2.jpg
 Python科学计算环境的安装与简介 张若愚 9787302426585 ,http://product.dangdang.com/1426548882.html,http://img3x2.ddimg.cn/66/7/1426548882-1_b_2.jpg
 PYTHON数据挖掘:概念方法与实践 (美)梅甘？斯夸尔 ,http://product.dangdang.com/1423971947.html,http://img3x7.ddimg.cn/2/11/1423971947-1_b_2.jpg
 PYTHON数据科学实践指南 纪路 ,http://product.dangdang.com/1423961547.html,http://img3x7.ddimg.cn/96/8/1423961547-1_b_2.jpg
 高性能Python-(影印版) ,http://product.dangdang.com/1415003961.html,http://img3x1.ddimg.cn/30/11/1415003961-1_b_2.jpg
 Python 3面向对象编程( 货号:712126246) ,http://product.dangdang.com/1414226261.html,http://img3x1.ddimg.cn/74/14/1414226261-1_b_2.jpg
 Python高效开发实战-Django Tornado Flask Twisted ,http://product.dangdang.com/1414020547.html,http://img3x7.ddimg.cn/82/20/1414020547-1_b_1.jpg
 Python数据抓取技术与实战 ,http://product.dangdang.com/1413399747.html,http://img3x7.ddimg.cn/12/6/1413399747-1_b_1.jpg
 Python入门-(影印版) ,http://product.dangdang.com/1409076251.html,http://img3x1.ddimg.cn/44/34/1409076251-1_b_1.jpg
 Python语言程序设计 ,http://product.dangdang.com/1407481461.html,http://img3x1.ddimg.cn/45/18/1407481461-1_b_2.jpg
 编写高质量代码-改善Python程序的91个建议 ,http://product.dangdang.com/1405924561.html,http://img3x1.ddimg.cn/19/4/1405924561-1_b_2.jpg
 零起点Python大数据与量化交易 ,http://product.dangdang.com/1403863547.html,http://img3x7.ddimg.cn/86/1/1403863547-1_b_1.jpg
 从python开始学编程 ,http://product.dangdang.com/1402984647.html,http://img3x7.ddimg.cn/9/36/1402984647-1_b_1.jpg
 Python数据分析与挖掘实战 张良均 等 著 ,http://product.dangdang.com/1402007962.html,http://img3x2.ddimg.cn/58/3/1402007962-1_b_3.jpg
 TZ Python程序设计9787115418340+Python编程基础9787115434142 （共2本） ,http://product.dangdang.com/1397702886.html,http://img3x6.ddimg.cn/96/25/1397702886-1_b_0.jpg
 Flask Web开发-基于Python的Web应用开发实战 ,http://product.dangdang.com/1394547961.html,http://img3x1.ddimg.cn/4/16/1394547961-1_b_2.jpg
 Python入门经典( 货号:711536209) ,http://product.dangdang.com/1394539361.html,http://img3x1.ddimg.cn/17/0/1394539361-1_b_2.jpg
 易学Python ,http://product.dangdang.com/1394461661.html,http://img3x1.ddimg.cn/32/0/1394461661-1_b_2.jpg
 跟老齐学Python:从入门到精通 齐伟著 9787121280344 ,http://product.dangdang.com/1390467771.html,http://img3x1.ddimg.cn/0/1/1390467771-1_b_2.jpg
 NLTK基础教程:用NLTK和Python库构建机器学习应用 (印)哈登尼亚(Nitin Hardeniya) 著;凌杰 译 ,http://product.dangdang.com/1386083347.html,http://img3x7.ddimg.cn/88/3/1386083347-1_b_2.jpg
 Python测试驱动开发-(影印版) ,http://product.dangdang.com/1383741451.html,http://img3x1.ddimg.cn/37/22/1383741451-1_b_1.jpg
 Python核心编程 第3版(第3版) [美]卫斯理 春（Wesley Chun） ,http://product.dangdang.com/1380033182.html,http://img3x2.ddimg.cn/11/4/1380033182-1_b_4.jpg
 【新品】Python大战机器学习数据科学家的第一个小目标+TensorFlow实战+Tensorflow实战Google深度学习框架+Python机器学习及实践书 ,http://product.dangdang.com/1373735858.html,http://img3x8.ddimg.cn/77/6/1373735858-1_b_1.jpg
 流畅的PYTHON (巴西)卢西亚诺？拉马略 ,http://product.dangdang.com/1369218747.html,http://img3x7.ddimg.cn/39/3/1369218747-1_b_3.jpg
 Python黑帽子:黑客与渗透测试编程之道 塞茨 (Justin Seitz) 9787121266836 ,http://product.dangdang.com/1367798063.html,http://img3x3.ddimg.cn/5/8/1367798063-1_b_1.jpg
" 2K 9787111351559 Python语言在Abaqus中的应用 曹金凤,王旭春,孔亮著  机械工业出版社 ",http://product.dangdang.com/1366294786.html,http://img3x6.ddimg.cn/43/4/1366294786-1_b_1.jpg
" Python基础教程(第2版,修订版)+Python算法教程 （Python各阶段人员适用套装 共两册）(第2版,修订版) Magnus Lie Hetland ",http://product.dangdang.com/1347643292.html,http://img3x2.ddimg.cn/50/25/1347643292-1_b_4.jpg
 Raspberry Pi机器人制作实例-用Python Linux和传感器搭建智能小车 ,http://product.dangdang.com/1346878794.html,http://img3x4.ddimg.cn/30/21/1346878794-1_b_2.jpg
 Python机器学习入门-(影印版) 9787564169060 东南大学出版社 ,http://product.dangdang.com/1333631186.html,http://img3x6.ddimg.cn/8/4/1333631186-1_b_1.jpg
 Python自动化运维：技术与**实践 刘天斯 9787111483069 ,http://product.dangdang.com/1323063963.html,http://img3x3.ddimg.cn/45/18/1323063963-1_b_1.jpg
 零起点Python足彩大数据与机器学习实盘分析 9787121310744 ,http://product.dangdang.com/1322975350.html,http://img3x0.ddimg.cn/37/20/1322975350-1_b_1.jpg
 义博！零起点Python机器学习快速入门+零起点Python足彩大数据与机器学习实盘分析 共2本 ,http://product.dangdang.com/1316089470.html,http://img3x0.ddimg.cn/3/25/1316089470-1_b_0.jpg
 Python极客项目编程 (美)温科特卡姆(Mahesh Venkitachalam) 著;王海鹏 译 ,http://product.dangdang.com/1310028347.html,http://img3x7.ddimg.cn/56/20/1310028347-1_b_3.jpg
 Monster Juice #6: Zits from Python Pit    ISBN:9780448482477 ,http://product.dangdang.com/1305812131.html,http://img3x1.ddimg.cn/52/28/1305812131-1_b_1.jpg
 精通Python网络爬虫:核心技术、框架与项目实战 韦玮 著 ,http://product.dangdang.com/1299020647.html,http://img3x7.ddimg.cn/67/5/1299020647-1_b_5.jpg
 Python程序设计(21世纪高等教育计算机规划教材) ,http://product.dangdang.com/1296769890.html,http://img3x0.ddimg.cn/75/32/1296769890-1_b_0.jpg
 【预订】Zits from Python Pit #6 ,http://product.dangdang.com/1287384684.html,http://img3x4.ddimg.cn/69/24/1287384684-1_b_2.jpg
 趣学Python编程 Jason Briggs ,http://product.dangdang.com/1286369806.html,http://img3x6.ddimg.cn/40/19/1286369806-1_b_4.jpg
 Python程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教材） 江红、余青松 9787302466833 ,http://product.dangdang.com/1283620095.html,http://img3x5.ddimg.cn/54/0/1283620095-1_b_1.jpg
 Python地理数据处理 [美]Chris Garrard 加勒德 9787115456663 ,http://product.dangdang.com/1283598395.html,http://img3x5.ddimg.cn/35/19/1283598395-1_b_1.jpg
" Python编程(第4版) (美)卢茨(Mark Lutz) 著;耿邹晓,瞿乔,任发科 等 译 ",http://product.dangdang.com/1275727127.html,http://img3x7.ddimg.cn/59/20/1275727127-1_b_6.jpg
 数据结构与算法:Python语言描述 裘宗燕 著 ,http://product.dangdang.com/1266506072.html,http://img3x2.ddimg.cn/62/31/1266506072-1_b_4.jpg
" Python Cookbook(中文版,第3版) (美)比斯利(David Beazley),(美)琼斯(Brian K.Jones) 著;陈舸 译 ",http://product.dangdang.com/1262121537.html,http://img3x7.ddimg.cn/39/33/1262121537-1_b_9.jpg
 量化投资：以Python为工具 ,http://product.dangdang.com/1257041549.html,http://img3x9.ddimg.cn/38/34/1257041549-1_b_1.jpg
 学习Python-做个有编程能力的设计师 ,http://product.dangdang.com/1245155054.html,http://img3x4.ddimg.cn/77/11/1245155054-1_b_1.jpg
 Python密码学编程 信息安全加密算法软件开发计算机源代码 ,http://product.dangdang.com/1242477865.html,http://img3x5.ddimg.cn/46/31/1242477865-1_b_2.jpg
 Python数据分析基础教程:NumPy学习指南(第2版) (印尼)伊德里斯 ,http://product.dangdang.com/1229741406.html,http://img3x6.ddimg.cn/36/8/1229741406-1_b_3.jpg
 书籍Python宝典Python入门到精通大数据时代的编程语言，写给入门程序员的速成宝典PYTHON编程金典 ,http://product.dangdang.com/1218741594.html,http://img3x4.ddimg.cn/15/0/1218741594-1_b_2.jpg
 爱上Python 一日精通Python编程 ,http://product.dangdang.com/1214101855.html,http://img3x5.ddimg.cn/10/24/1214101855-1_b_2.jpg
 Python计算机视觉编程 Jan Erik Solem ,http://product.dangdang.com/1210622309.html,http://img3x9.ddimg.cn/17/32/1210622309-1_b_4.jpg
 Python算法教程 ,http://product.dangdang.com/1210589384.html,http://img3x4.ddimg.cn/59/0/1210589384-1_b_2.jpg
 Python语言构建机器学习系统-第2版-(影印版) ,http://product.dangdang.com/1206512861.html,http://img3x1.ddimg.cn/59/26/1206512861-1_b_2.jpg
 精通Python网络爬虫：核心技术、框架与项目实战 ,http://product.dangdang.com/1206057180.html,http://img3x0.ddimg.cn/75/0/1206057180-1_b_1.jpg
 Python编程入门(第3版 ) (加)Toby Donaldson ,http://product.dangdang.com/1191222406.html,http://img3x6.ddimg.cn/55/6/1191222406-1_b_5.jpg
 Flask Web开发:基于Python的Web应用开发实战 Miguel Grinberg ,http://product.dangdang.com/1185545127.html,http://img3x7.ddimg.cn/30/7/1185545127-1_b_5.jpg
 【预订】The Greedy Python Y9780606263573 ,http://product.dangdang.com/1185029008.html,http://img3x8.ddimg.cn/97/1/1185029008-1_b_0.jpg
 零起点Python足彩大数据与机器学习实盘分析 何海群 9787121310744 ,http://product.dangdang.com/1184158895.html,http://img3x5.ddimg.cn/95/17/1184158895-1_b_1.jpg
 Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian Ozsvald 欧日沃尔 9787115454898 人民邮电出版社 ,http://product.dangdang.com/1181389491.html,http://img3x1.ddimg.cn/18/26/1181389491-1_b_1.jpg
" Python机器学习实践指南*9787115449061 Alexander,T.,Combs；黄申 ",http://product.dangdang.com/1174974995.html,http://img3x5.ddimg.cn/29/35/1174974995-1_b_1.jpg
